# Fix print output for fix b_com_print
160.000000000017 160.000000000003 -9.99897213233947
160.000000000067 160.00000000001 -9.995981628015
160.000000000044 160.000000000023 -9.99116058644085
159.999999997228 159.999999999584 -9.98463242971682
160.000000005624 159.999999996115 -9.97651208842114
160.000000032544 159.999999997284 -9.96690677892987
160.000000077024 160.000000004112 -9.95591643057827
160.000000121499 160.000000008507 -9.94363434817432
160.000000144971 160.000000021862 -9.93014726233734
160.000000150716 160.000000052313 -9.91553613856199
160.000000156517 160.00000009549 -9.89987638602746
160.000000164774 160.000000138933 -9.88323845516655
160.000000169244 160.000000171902 -9.86568790434517
160.000000152818 160.000000188661 -9.84728568525754
160.000000079798 160.000000186973 -9.82808810039493
159.999999859128 160.000000168474 -9.80814661975531
159.999999371558 160.000000097171 -9.78750724350994
159.999998629026 159.999999936066 -9.76621161003098
159.999997955834 159.999999583 -9.74429815726702
159.999997899189 159.999998984853 -9.72180499920927
159.999998747349 159.999998204696 -9.69877000249208
160.000000376297 159.999997323229 -9.67523064039147
160.000002553134 159.999996458571 -9.65122362201025
160.000005076256 159.999995752541 -9.62678470240849
160.000007816815 159.999995238595 -9.60194762056915
160.000010799014 159.999994886813 -9.57591235040496
160.000014059669 159.999994673123 -9.54786489539664
160.000017532581 159.999994641268 -9.51781539142806
160.000021153971 159.999994893377 -9.48577308857644
160.000024934415 159.999995574978 -9.45174560517905
160.000029047045 159.999996821021 -9.4157383742863
160.000033783654 159.999998774013 -9.37775408270342
160.000039460005 160.000001621173 -9.33779301506417
160.000046380905 160.000005814455 -9.29585395207565
160.000054843751 160.000012197154 -9.2519364705107
160.000064751293 160.000021970626 -9.20604141023772
160.000075309138 160.000036379812 -9.15817067132756
160.000085823544 160.00005626508 -9.10832541978793
160.000096916105 160.000082401668 -9.05650123468259
160.00011099167 160.000117468048 -9.00268256256586
160.000131971329 160.000166299073 -8.94684372584219
160.000162640187 160.000230676926 -8.88896357347439
160.000202184603 160.000306653093 -8.82903059516116
160.000246221817 160.000387085028 -8.76704079332199
160.000288781168 160.000464703613 -8.70300698846626
160.000325496314 160.000534217334 -8.63696097059221
160.00035474476 160.000592872042 -8.56894012073233
160.000377129763 160.00063978044 -8.4989736312568
160.000394189004 160.000674835209 -8.427079488453
160.000407331097 160.000697745952 -8.35326664682
160.000416875482 160.000708520388 -8.27753932128615
160.000422380371 160.000707105567 -8.19990009019301
160.000423039453 160.000693600813 -8.12034892008922
160.000417872323 160.000667622087 -8.03888425538172
160.000405614408 160.000629047231 -7.95550372683272
160.000384472898 160.000577650004 -7.87020200917625
160.000352192266 160.000513452209 -7.78297244001243
160.000307110547 160.000435820453 -7.69380495679114
160.000249105294 160.000343233136 -7.60268453696875
160.000178391448 160.000232489897 -7.50958927067873
160.000093314143 160.000101227355 -7.41448863930174
159.999990541292 159.999948922717 -7.31734654647714
159.999865853456 159.999777241511 -7.21812487675076
159.999715277142 159.999586085141 -7.1167807578212
159.999533813324 159.999373790627 -7.01326601468977
159.999314823903 159.999137915199 -6.90752640314386
159.999051129827 159.998876982143 -6.79950315933487
159.998734598361 159.998592071126 -6.68913004774042
159.998359562483 159.998282522897 -6.57633017429037
159.997926075783 159.997945864462 -6.46102875412649
159.997440976098 159.997575247679 -6.34315833146783
159.996916828441 159.997159861014 -6.222663667066
159.996382204028 159.996683019887 -6.09955258375648
159.995892532732 159.996119319695 -5.97393328984271
159.995524936691 159.995445515123 -5.84602131288197
159.995343018169 159.994647602789 -5.71618762446902
159.995352245948 159.993727519081 -5.58514412189118
159.995336239184 159.992712430038 -5.45455722918855
159.994924900342 159.991594648384 -5.32729999498766
159.9938736105 159.990547605614 -5.2057341977142
159.992136280399 159.989746859645 -5.09036349941001
159.989936065728 159.989269505592 -4.9799707502035
159.987357971848 159.989088290015 -4.87415826852584
159.984630895251 159.989207902583 -4.77303956716126
159.982113436378 159.989675239548 -4.67647468066585
159.980058873973 159.99052168201 -4.58482419243143
159.978493666227 159.991801704018 -4.49773988349297
159.977219720052 159.99371014014 -4.41459829700824
159.975943451543 159.996329737921 -4.33498404095757
